id,order_id,order_date,customer_id,state,region,product_id,price,quantity
751,CA-2017-126074,10/2/2017,RF-19735,Michigan,Central,FUR-FU-10003577,157.74,11
752,CA-2017-126074,10/2/2017,RF-19735,Michigan,Central,OFF-AR-10003478,56.98,7
753,CA-2017-126074,10/2/2017,RF-19735,Michigan,Central,OFF-BI-10000546,2.88,1
754,CA-2016-110499,4/7/2016,YC-21895,California,West,TEC-CO-10002095,1199.976,3
755,CA-2015-135272,12/7/2015,MS-17830,California,West,FUR-FU-10002759,79.92,4
756,CA-2016-140928,9/18/2016,NB-18655,Florida,South,FUR-TA-10001095,383.438,4
757,CA-2014-106803,12/29/2014,DC-13285,Minnesota,Central,OFF-ST-10002444,24.56,2
758,CA-2014-106803,12/29/2014,DC-13285,Minnesota,Central,TEC-AC-10001267,119.8,4
759,CA-2017-117240,7/23/2017,CP-12340,New York,East,OFF-BI-10000848,13.128,3
760,CA-2017-133333,9/18/2017,BF-11020,Wisconsin,Central,OFF-PA-10002377,22.72,4
761,CA-2015-112319,8/31/2015,AR-10510,California,West,OFF-PA-10003441,58.32,9
762,CA-2017-126046,11/3/2017,JC-16105,Georgia,South,OFF-LA-10004484,12.39,3
763,CA-2015-114923,2/8/2015,LH-17020,Ohio,East,TEC-PH-10003931,107.982,3
764,CA-2014-162775,1/13/2014,CS-12250,Louisiana,South,OFF-EN-10001990,11.36,2
765,CA-2014-162775,1/13/2014,CS-12250,Louisiana,South,OFF-EN-10001532,50.94,3
766,CA-2014-162775,1/13/2014,CS-12250,Louisiana,South,TEC-AC-10003174,646.74,6
767,CA-2014-162775,1/13/2014,CS-12250,Louisiana,South,OFF-BI-10004187,5.64,3
768,CA-2014-162775,1/13/2014,CS-12250,Louisiana,South,OFF-ST-10000025,572.58,6
769,CA-2014-106810,5/14/2014,AJ-10795,Florida,South,FUR-FU-10004306,310.88,2
770,CA-2016-157245,5/19/2016,LE-16810,Virginia,South,FUR-CH-10003746,641.96,2
771,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,OFF-BI-10001036,18.28,2
772,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,TEC-PH-10004614,207,3
773,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,OFF-BI-10000301,32.35,5
774,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,OFF-BI-10003910,7.71,1
775,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,OFF-AR-10004648,40.3,2
776,CA-2017-104220,1/30/2017,BV-11245,Iowa,Central,FUR-FU-10002597,34.58,7
777,CA-2014-165974,6/29/2014,DL-12865,Ohio,East,OFF-AR-10003405,32.76,7
778,CA-2015-144267,8/21/2015,NZ-18565,California,West,FUR-CH-10002335,544.008,3
779,CA-2015-144267,8/21/2015,NZ-18565,California,West,OFF-PA-10000157,59.94,3
780,CA-2015-144267,8/21/2015,NZ-18565,California,West,OFF-PA-10001947,23.92,4
781,CA-2015-144267,8/21/2015,NZ-18565,California,West,OFF-PA-10003657,4.28,1
782,US-2015-157014,10/3/2015,BM-11785,Ohio,East,OFF-BI-10001098,32.07,5
783,US-2015-157014,10/3/2015,BM-11785,Ohio,East,TEC-AC-10002167,24,2
784,US-2015-157014,10/3/2015,BM-11785,Ohio,East,FUR-BO-10004409,35.49,1
785,US-2015-157014,10/3/2015,BM-11785,Ohio,East,TEC-AC-10000057,47.984,2
786,CA-2015-154921,5/23/2015,EA-14035,South Carolina,South,OFF-EN-10000056,186.69,3
787,CA-2017-129567,3/17/2017,CL-12565,California,West,OFF-BI-10000014,17.456,2
788,CA-2015-154620,12/12/2015,LT-17110,California,West,FUR-CH-10004675,348.928,2
789,CA-2015-115938,6/26/2015,SA-20830,Virginia,South,OFF-BI-10001543,143.96,4
790,CA-2015-115938,6/26/2015,SA-20830,Virginia,South,OFF-ST-10001321,15.42,1
791,CA-2015-115938,6/26/2015,SA-20830,Virginia,South,OFF-BI-10001132,43.04,8
792,CA-2015-115938,6/26/2015,SA-20830,Virginia,South,FUR-CH-10003199,332.94,3
793,CA-2016-105256,5/20/2016,JK-15730,North Carolina,South,TEC-PH-10001530,1363.96,5
794,CA-2014-156433,9/20/2014,ES-14020,California,West,OFF-LA-10001569,9.96,2
795,CA-2014-156433,9/20/2014,ES-14020,California,West,OFF-PA-10003724,21.72,4
796,CA-2017-151428,9/21/2017,RH-19495,Minnesota,Central,OFF-BI-10000546,20.16,7
797,CA-2015-124653,12/24/2015,DB-13120,New York,East,OFF-PA-10000176,132.79,7
798,CA-2015-124653,12/24/2015,DB-13120,New York,East,OFF-PA-10002365,12.96,2
799,CA-2015-124653,12/24/2015,DB-13120,New York,East,OFF-LA-10002271,21.56,7
800,CA-2015-101910,11/27/2015,CD-11920,California,West,FUR-CH-10002647,283.92,5
801,CA-2017-105809,2/20/2017,HW-14935,California,West,FUR-FU-10004090,22.23,1
802,CA-2017-105809,2/20/2017,HW-14935,California,West,TEC-PH-10001580,215.968,2
803,CA-2016-136133,8/18/2016,HW-14935,New York,East,OFF-AP-10000576,355.32,9
804,CA-2016-115504,3/12/2016,MC-18130,Louisiana,South,OFF-PA-10003953,12.96,2
805,CA-2017-135783,4/22/2017,GM-14440,California,West,FUR-FU-10000794,18.28,2
806,CA-2014-134313,11/1/2014,RA-19915,Colorado,West,OFF-AR-10001897,43.176,3
807,CA-2014-134313,11/1/2014,RA-19915,Colorado,West,TEC-PH-10001795,1983.968,4
808,CA-2015-140921,2/3/2015,AA-10375,Nebraska,Central,FUR-FU-10003347,28.4,2
809,CA-2015-140921,2/3/2015,AA-10375,Nebraska,Central,TEC-AC-10004901,149.97,3
810,CA-2014-151995,10/13/2014,ZC-21910,Washington,West,OFF-AR-10003190,11.52,4
811,CA-2014-151995,10/13/2014,ZC-21910,Washington,West,FUR-TA-10002903,1298.55,5
812,CA-2014-151995,10/13/2014,ZC-21910,Washington,West,OFF-AP-10000240,213.92,4
813,CA-2014-151995,10/13/2014,ZC-21910,Washington,West,TEC-AC-10001101,25.78,2
814,CA-2017-143686,5/14/2017,PJ-19015,California,West,FUR-FU-10000794,18.28,2
815,CA-2017-143686,5/14/2017,PJ-19015,California,West,TEC-AC-10001838,1399.93,7
816,CA-2015-106565,3/20/2015,BW-11110,Wisconsin,Central,OFF-PA-10000061,51.84,8
817,CA-2016-149370,9/15/2016,DB-13210,Pennsylvania,East,OFF-PA-10003651,5.344,1
818,CA-2014-140858,6/28/2014,CA-12775,Pennsylvania,East,OFF-PA-10000304,41.472,8
819,CA-2014-140858,6/28/2014,CA-12775,Pennsylvania,East,OFF-BI-10003094,3.168,3
820,CA-2014-140858,6/28/2014,CA-12775,Pennsylvania,East,FUR-CH-10001394,1228.465,5
821,CA-2014-140858,6/28/2014,CA-12775,Pennsylvania,East,OFF-BI-10004230,31.086,3
822,CA-2014-140858,6/28/2014,CA-12775,Pennsylvania,East,OFF-PA-10003395,335.52,4
823,CA-2017-101434,6/20/2017,TR-21325,New Jersey,East,TEC-AC-10002402,239.97,3
824,CA-2017-101434,6/20/2017,TR-21325,New Jersey,East,OFF-LA-10003223,9.82,2
825,US-2014-102071,5/9/2014,PG-18820,California,West,TEC-AC-10003441,67.8,4
826,US-2014-102071,5/9/2014,PG-18820,California,West,TEC-AC-10000109,167.97,3
827,CA-2017-126956,8/21/2017,GT-14710,Minnesota,Central,OFF-FA-10002280,35,7
828,CA-2017-126956,8/21/2017,GT-14710,Minnesota,Central,OFF-SU-10000381,37.24,4
829,CA-2017-126956,8/21/2017,GT-14710,Minnesota,Central,OFF-EN-10004459,15.28,2
830,CA-2017-129462,6/16/2017,JE-15745,Kentucky,South,FUR-CH-10000665,301.96,2
831,CA-2017-129462,6/16/2017,JE-15745,Kentucky,South,OFF-AP-10003884,180.66,3
832,CA-2017-129462,6/16/2017,JE-15745,Kentucky,South,TEC-PH-10001557,191.98,2
833,CA-2017-129462,6/16/2017,JE-15745,Kentucky,South,TEC-PH-10002085,65.99,1
834,CA-2016-165316,7/23/2016,JB-15400,Florida,South,OFF-AR-10002956,35.216,2
835,CA-2016-165316,7/23/2016,JB-15400,Florida,South,OFF-AP-10003266,23.696,2
836,CA-2016-165316,7/23/2016,JB-15400,Florida,South,TEC-MA-10004002,265.475,1
837,US-2014-115987,9/8/2014,LH-17020,Texas,Central,OFF-BI-10001071,51.184,4
838,US-2017-156083,11/4/2017,JL-15175,Tennessee,South,OFF-PA-10001560,9.664,2
839,US-2016-137547,3/7/2016,EB-13705,Texas,Central,TEC-PH-10002365,21.072,3
840,CA-2015-100454,11/20/2015,BM-11650,New York,East,OFF-AR-10004648,60.45,3
841,CA-2015-100454,11/20/2015,BM-11650,New York,East,OFF-AR-10002578,11.52,4
842,CA-2015-100454,11/20/2015,BM-11650,New York,East,FUR-BO-10001519,186.048,4
843,CA-2016-161669,11/7/2016,EM-14095,California,West,OFF-BI-10001294,37.44,4
844,CA-2016-161669,11/7/2016,EM-14095,California,West,OFF-BI-10001636,26.976,4
845,CA-2016-161669,11/7/2016,EM-14095,California,West,OFF-SU-10002503,11.36,2
846,CA-2016-161669,11/7/2016,EM-14095,California,West,OFF-LA-10004093,14.62,2
847,CA-2015-114300,10/13/2015,AF-10885,Kentucky,South,TEC-PH-10001552,83.72,7
848,CA-2015-114300,10/13/2015,AF-10885,Kentucky,South,FUR-CH-10001891,287.94,3
849,CA-2017-107503,1/1/2017,GA-14725,Ohio,East,FUR-FU-10003878,48.896,4
850,CA-2014-107755,2/7/2014,CK-12760,New Jersey,East,TEC-AC-10000710,115.36,7
851,CA-2016-152534,6/20/2016,DP-13105,California,West,OFF-AR-10002335,5.16,2
852,CA-2016-152534,6/20/2016,DP-13105,California,West,OFF-PA-10001870,38.88,6
853,CA-2016-113747,5/28/2016,VD-21670,Mississippi,South,OFF-AR-10003373,185.88,6
854,CA-2016-123274,2/19/2016,GT-14710,New York,East,FUR-FU-10004090,44.46,2
855,CA-2016-123274,2/19/2016,GT-14710,New York,East,OFF-ST-10000736,242.94,3
856,CA-2014-125612,8/3/2014,BK-11260,New York,East,OFF-PA-10001019,39.96,2
857,CA-2014-125612,8/3/2014,BK-11260,New York,East,OFF-SU-10002537,102.3,10
858,CA-2014-125612,8/3/2014,BK-11260,New York,East,OFF-ST-10003221,21.36,2
859,CA-2017-161984,4/10/2017,SJ-20125,New Jersey,East,OFF-PA-10004569,7.61,1
860,CA-2017-161984,4/10/2017,SJ-20125,New Jersey,East,OFF-FA-10000624,7.16,2
861,CA-2014-133851,6/9/2014,CM-12445,California,West,OFF-SU-10001225,7.36,2
862,CA-2014-133851,6/9/2014,CM-12445,California,West,OFF-AR-10003752,23.1,2
863,CA-2016-134474,1/5/2016,AJ-10795,Florida,South,TEC-AC-10001714,191.472,6
864,CA-2016-134474,1/5/2016,AJ-10795,Florida,South,OFF-AR-10003958,5.248,2
865,CA-2016-134474,1/5/2016,AJ-10795,Florida,South,TEC-PH-10002923,59.184,2
866,CA-2014-149020,1/10/2014,AJ-10780,Virginia,South,OFF-LA-10004272,2.89,1
867,CA-2014-149020,1/10/2014,AJ-10780,Virginia,South,FUR-FU-10000965,51.94,1
868,CA-2016-134362,9/29/2016,LS-16945,Pennsylvania,East,OFF-LA-10004853,15.936,4
869,CA-2014-136742,4/6/2014,GP-14740,Pennsylvania,East,OFF-BI-10003719,44.91,6
870,CA-2016-158099,9/3/2016,PK-18910,Pennsylvania,East,OFF-BI-10000545,1141.47,5
871,CA-2016-158099,9/3/2016,PK-18910,Pennsylvania,East,TEC-PH-10002496,280.782,3
872,CA-2015-131128,10/19/2015,TB-21520,New Hampshire,East,OFF-PA-10003591,34.44,3
873,CA-2014-148488,12/10/2014,SM-20005,New York,East,OFF-PA-10004470,11.36,2
874,CA-2014-148488,12/10/2014,SM-20005,New York,East,OFF-BI-10000315,106.344,7
875,CA-2017-114636,8/25/2017,GA-14725,North Carolina,South,OFF-PA-10001790,192.16,5
876,CA-2016-116736,1/17/2016,CC-12430,New Hampshire,East,FUR-FU-10004017,322.59,3
877,CA-2016-116736,1/17/2016,CC-12430,New Hampshire,East,TEC-AC-10003628,29.99,1
878,CA-2016-116736,1/17/2016,CC-12430,New Hampshire,East,TEC-AC-10002049,371.97,3
879,US-2014-158638,9/17/2014,AG-10765,Pennsylvania,East,OFF-BI-10003712,5.892,4
880,CA-2017-111689,11/30/2017,HP-14815,New York,East,OFF-BI-10003984,68.472,3
881,CA-2017-111689,11/30/2017,HP-14815,New York,East,FUR-CH-10004287,1242.9,5
882,CA-2015-129098,10/9/2015,DK-13090,Virginia,South,OFF-ST-10001321,30.84,2
883,US-2017-123463,12/23/2017,GZ-14470,California,West,OFF-AR-10001118,13.48,4
884,CA-2016-165148,10/22/2016,PM-19135,Michigan,Central,FUR-FU-10000732,31.4,5
885,CA-2014-134061,4/29/2014,LL-16840,New York,East,FUR-FU-10001424,17.46,2
886,CA-2015-143602,4/25/2015,JS-15595,California,West,OFF-BI-10002071,13.944,3
887,CA-2017-115364,6/26/2017,OT-18730,California,West,OFF-ST-10002486,83.76,12
888,CA-2017-150707,10/14/2017,EL-13735,Maryland,East,OFF-BI-10001078,37.66,7
889,CA-2014-104976,12/9/2014,CK-12760,California,West,OFF-PA-10003845,34.68,6
890,CA-2017-132934,6/20/2017,JE-15475,New York,East,TEC-AC-10000927,149.95,5
891,CA-2017-132934,6/20/2017,JE-15475,New York,East,OFF-BI-10001098,51.312,3
892,CA-2017-133256,6/26/2017,TH-21550,Michigan,Central,OFF-PA-10001622,4.54,1
893,CA-2017-133256,6/26/2017,TH-21550,Michigan,Central,OFF-AR-10003158,15.92,4
894,CA-2017-133256,6/26/2017,TH-21550,Michigan,Central,TEC-PH-10002660,543.92,8
895,CA-2016-105494,11/10/2016,PC-18745,California,West,OFF-ST-10002205,155.82,7
896,CA-2016-105494,11/10/2016,PC-18745,California,West,OFF-BI-10003364,70.008,3
897,CA-2016-140634,10/3/2016,HL-15040,Texas,Central,OFF-EN-10001099,15.648,2
898,CA-2014-144407,9/9/2014,MS-17365,Michigan,Central,OFF-LA-10003923,103.6,7
899,CA-2017-160983,10/29/2017,GB-14530,New York,East,OFF-PA-10002250,46.96,8
900,US-2016-114622,4/10/2016,JR-16210,Ohio,East,OFF-BI-10004716,8.904,2
901,CA-2017-150959,11/11/2017,TD-20995,Texas,Central,OFF-LA-10001045,10.44,5
902,CA-2017-150959,11/11/2017,TD-20995,Texas,Central,OFF-BI-10001510,18.336,4
903,CA-2017-132353,9/15/2017,DB-13060,Illinois,Central,TEC-PH-10004536,323.976,3
904,CA-2016-130477,4/8/2016,LC-17140,California,West,OFF-PA-10002947,20.04,3
905,CA-2016-130477,4/8/2016,LC-17140,California,West,OFF-ST-10002583,64.96,2
906,CA-2016-130477,4/8/2016,LC-17140,California,West,OFF-PA-10000019,12.96,2
907,CA-2017-143259,12/30/2017,PO-18865,New York,East,FUR-BO-10003441,323.136,4
908,CA-2017-143259,12/30/2017,PO-18865,New York,East,TEC-PH-10004774,90.93,7
909,CA-2017-143259,12/30/2017,PO-18865,New York,East,OFF-BI-10003684,52.776,3
910,CA-2017-137596,9/2/2017,BE-11335,Michigan,Central,TEC-PH-10001494,1199.8,4
911,CA-2017-137596,9/2/2017,BE-11335,Michigan,Central,TEC-AC-10004666,1928.78,7
912,CA-2017-137596,9/2/2017,BE-11335,Michigan,Central,OFF-ST-10003816,352.38,2
913,CA-2015-133627,5/31/2015,SC-20050,Connecticut,East,FUR-FU-10001935,22.2,6
914,CA-2017-102519,11/27/2017,BM-11650,Wisconsin,Central,FUR-FU-10004091,46.94,1
915,CA-2017-102519,11/27/2017,BM-11650,Wisconsin,Central,TEC-AC-10001772,143.73,9
916,US-2014-141215,6/15/2014,KL-16555,Texas,Central,FUR-TA-10001520,99.918,2
917,US-2014-141215,6/15/2014,KL-16555,Texas,Central,FUR-CH-10003379,797.944,4
918,US-2014-141215,6/15/2014,KL-16555,Texas,Central,OFF-BI-10002706,8.568,3
919,CA-2016-165218,3/5/2016,RW-19630,Texas,Central,OFF-EN-10000056,149.352,3
920,CA-2016-165218,3/5/2016,RW-19630,Texas,Central,OFF-ST-10001558,12.992,1
921,CA-2014-138296,12/5/2014,RC-19825,Virginia,South,OFF-ST-10002444,24.56,2
922,CA-2015-111164,4/11/2015,SE-20110,New York,East,TEC-AC-10002473,85.14,3
923,CA-2015-111164,4/11/2015,SE-20110,New York,East,TEC-PH-10004531,21.99,1
924,CA-2015-111164,4/11/2015,SE-20110,New York,East,OFF-AP-10004487,406.6,5
925,CA-2016-149797,9/15/2016,AH-10075,New York,East,OFF-BI-10003650,841.568,2
926,CA-2014-132962,9/13/2014,JM-15535,Pennsylvania,East,OFF-PA-10003543,15.552,3
927,CA-2014-132962,9/13/2014,JM-15535,Pennsylvania,East,TEC-AC-10004353,252,5
928,CA-2015-115091,10/5/2015,JJ-15760,Virginia,South,OFF-AR-10000658,46.2,4
929,CA-2015-115091,10/5/2015,JJ-15760,Virginia,South,OFF-AP-10000696,28.84,2
930,CA-2017-144932,4/14/2017,AB-10165,Ohio,East,OFF-AR-10003560,14.592,3
931,CA-2017-144932,4/14/2017,AB-10165,Ohio,East,OFF-AR-10001468,89.856,3
932,CA-2017-144932,4/14/2017,AB-10165,Ohio,East,OFF-PA-10004971,13.872,3
933,CA-2017-114216,9/2/2017,RK-19300,Pennsylvania,East,OFF-PA-10002195,12.192,3
934,CA-2016-140081,6/20/2016,CG-12040,Pennsylvania,East,OFF-PA-10001745,45.056,8
935,CA-2016-140081,6/20/2016,CG-12040,Pennsylvania,East,OFF-BI-10004826,29.718,6
936,CA-2016-140081,6/20/2016,CG-12040,Pennsylvania,East,OFF-PA-10001870,15.552,3
937,CA-2016-140081,6/20/2016,CG-12040,Pennsylvania,East,OFF-AP-10001058,447.696,2
938,US-2017-111745,11/5/2017,RA-19885,New Mexico,West,TEC-AC-10003911,159.99,1
939,CA-2015-148250,12/13/2015,RP-19270,California,West,OFF-PA-10000289,12.96,2
940,CA-2015-148250,12/13/2015,RP-19270,California,West,OFF-AP-10003040,134.48,4
941,CA-2016-105760,6/19/2016,KC-16255,California,West,OFF-PA-10000350,17.12,2
942,CA-2016-142958,12/13/2016,RW-19630,California,West,OFF-BI-10001759,6.096,2
943,CA-2016-142958,12/13/2016,RW-19630,California,West,FUR-TA-10000577,1114.272,4
944,CA-2015-120880,5/29/2015,JL-15850,Washington,West,OFF-PA-10004101,32.4,5
945,CA-2015-120880,5/29/2015,JL-15850,Washington,West,OFF-ST-10001496,540.57,3
946,CA-2015-120880,5/29/2015,JL-15850,Washington,West,OFF-BI-10002931,167.76,5
947,US-2015-140200,7/26/2015,CA-12775,Arizona,West,FUR-TA-10002356,393.165,3
948,US-2017-110576,11/28/2017,RB-19795,Pennsylvania,East,FUR-FU-10003601,516.488,7
949,US-2017-110576,11/28/2017,RB-19795,Pennsylvania,East,FUR-FU-10000576,1007.232,6
950,US-2017-110576,11/28/2017,RB-19795,Pennsylvania,East,FUR-TA-10004154,2065.32,12
951,US-2017-110576,11/28/2017,RB-19795,Pennsylvania,East,OFF-PA-10000788,15.552,3
952,US-2017-110576,11/28/2017,RB-19795,Pennsylvania,East,OFF-PA-10002479,25.344,6
953,CA-2017-131156,4/3/2017,KH-16360,Pennsylvania,East,FUR-FU-10001940,25.472,4
954,CA-2017-136539,12/28/2017,GH-14665,Texas,Central,OFF-AR-10001958,27.168,2
955,CA-2017-136539,12/28/2017,GH-14665,Texas,Central,FUR-BO-10004709,78.8528,2
956,CA-2017-119305,11/30/2017,SW-20275,Mississippi,South,OFF-ST-10000604,173.8,5
957,CA-2017-102414,5/15/2017,JA-15970,Arizona,West,TEC-PH-10002923,29.592,1
958,CA-2017-102414,5/15/2017,JA-15970,Arizona,West,OFF-BI-10004465,4.752,2
959,CA-2017-102414,5/15/2017,JA-15970,Arizona,West,OFF-PA-10002333,15.552,3
960,CA-2015-112571,9/22/2015,DL-12925,California,West,FUR-FU-10004188,204.6,2
961,CA-2017-152142,11/14/2017,LW-16990,California,West,FUR-CH-10002965,321.568,2
962,CA-2015-160059,11/27/2015,TB-21190,Arkansas,South,OFF-BI-10000145,6.24,2
963,CA-2016-120859,9/1/2016,CV-12805,California,West,OFF-EN-10001335,21.88,2
964,CA-2014-127488,9/22/2014,MS-17365,Florida,South,OFF-LA-10001613,4.608,2
965,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-LA-10004055,9.82,2
966,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-AR-10004344,35.97,3
967,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-PA-10004621,12.96,2
968,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-PA-10001281,191.6,4
969,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-LA-10001613,8.64,3
970,CA-2017-135279,4/9/2017,BS-11800,New York,East,OFF-ST-10001097,501.81,3
971,CA-2014-115791,1/16/2014,DL-13315,Pennsylvania,East,FUR-FU-10001095,127.104,6
972,CA-2014-115791,1/16/2014,DL-13315,Pennsylvania,East,TEC-PH-10004614,124.2,3
973,CA-2014-115791,1/16/2014,DL-13315,Pennsylvania,East,OFF-BI-10001575,18.588,2
974,CA-2014-115791,1/16/2014,DL-13315,Pennsylvania,East,OFF-LA-10001074,30.072,3
975,US-2017-103247,10/5/2017,PO-19195,New York,East,TEC-PH-10003555,160.93,7
976,US-2017-103247,10/5/2017,PO-19195,New York,East,OFF-BI-10004492,75.792,3
977,US-2017-100209,7/9/2017,TD-20995,Oregon,West,OFF-BI-10002012,1.08,2
978,CA-2017-159366,1/7/2017,BW-11110,Michigan,Central,TEC-MA-10000822,3059.982,2
979,CA-2016-145499,5/30/2016,RW-19690,North Carolina,South,OFF-BI-10000848,3.282,2
980,CA-2015-157035,12/9/2015,KB-16600,Indiana,Central,OFF-PA-10004156,34.02,3
981,CA-2016-144939,10/3/2016,EB-13870,New York,East,FUR-CH-10003199,599.292,6
982,CA-2014-163419,11/11/2014,TZ-21580,Colorado,West,OFF-AR-10000034,3.392,1
983,CA-2014-163419,11/11/2014,TZ-21580,Colorado,West,TEC-PH-10000560,559.984,2
984,CA-2014-163419,11/11/2014,TZ-21580,Colorado,West,FUR-CH-10000665,603.92,5
985,CA-2017-100314,9/29/2017,AS-10630,Texas,Central,OFF-LA-10001569,7.968,2
986,CA-2017-100314,9/29/2017,AS-10630,Texas,Central,OFF-EN-10000461,27.968,4
987,CA-2017-100314,9/29/2017,AS-10630,Texas,Central,TEC-MA-10003066,336.51,3
988,CA-2015-146829,3/10/2015,TS-21340,Texas,Central,OFF-BI-10004022,1.112,2
989,CA-2017-167899,5/21/2017,JG-15805,New York,East,FUR-FU-10004071,520.05,5
990,CA-2017-167899,5/21/2017,JG-15805,New York,East,OFF-AR-10001988,17.97,3
991,CA-2015-153549,3/29/2015,SL-20155,Florida,South,FUR-CH-10004086,1166.92,5
992,CA-2016-110023,9/9/2016,TS-21610,New York,East,OFF-BI-10001036,14.624,2
993,CA-2016-105585,8/26/2016,RF-19735,California,West,OFF-FA-10002983,10.23,3
994,CA-2016-105585,8/26/2016,RF-19735,California,West,OFF-PA-10003625,154.9,5
995,CA-2014-117639,5/21/2014,MW-18235,Virginia,South,OFF-BI-10003925,2715.93,7
996,CA-2014-117639,5/21/2014,MW-18235,Virginia,South,TEC-PH-10001530,617.97,3
997,CA-2015-162537,10/28/2015,RD-19585,Kentucky,South,OFF-EN-10003862,10.67,1
998,CA-2015-162537,10/28/2015,RD-19585,Kentucky,South,OFF-ST-10004258,36.63,3
999,CA-2015-162537,10/28/2015,RD-19585,Kentucky,South,FUR-FU-10002885,24.1,5
1000,CA-2015-162537,10/28/2015,RD-19585,Kentucky,South,FUR-FU-10001918,33.11,7
1001,CA-2016-155488,11/13/2016,FM-14290,Washington,West,OFF-AR-10002956,44.02,2
1002,CA-2015-124891,7/31/2015,RH-19495,New York,East,TEC-AC-10003033,2309.65,7
1003,CA-2015-124891,7/31/2015,RH-19495,New York,East,FUR-TA-10002903,1090.782,7
1004,CA-2015-124891,7/31/2015,RH-19495,New York,East,OFF-PA-10004621,19.44,3
1005,CA-2015-126445,8/27/2015,RA-19945,California,West,OFF-ST-10000046,484.65,3
1006,CA-2015-111199,11/13/2015,JK-15730,North Carolina,South,OFF-PA-10001790,115.296,3
1007,CA-2015-105312,11/6/2015,MT-17815,Arizona,West,OFF-EN-10002600,7.08,3
1008,CA-2015-105312,11/6/2015,MT-17815,Arizona,West,OFF-BI-10002049,4.401,3
1009,US-2017-106705,12/26/2017,PO-18850,Iowa,Central,OFF-PA-10001509,44.75,5
1010,CA-2017-135034,8/1/2017,AT-10735,Illinois,Central,TEC-PH-10003931,95.984,2
1011,CA-2014-158540,11/24/2014,VG-21790,California,West,FUR-FU-10001602,151.72,4
1012,CA-2017-118437,6/17/2017,PF-19165,Washington,West,FUR-FU-10004848,155.25,3
1013,CA-2017-118437,6/17/2017,PF-19165,Washington,West,OFF-ST-10003722,14.03,1
1014,US-2015-126214,12/21/2015,JS-15880,Washington,West,FUR-TA-10003748,1618.37,13
1015,US-2015-126214,12/21/2015,JS-15880,Washington,West,TEC-AC-10003198,99.6,1
1016,CA-2015-133025,9/17/2015,MO-17800,California,West,OFF-PA-10004100,32.4,5
1017,CA-2015-108665,7/6/2015,KM-16225,New York,East,FUR-FU-10002191,13.96,2
1018,CA-2015-108665,7/6/2015,KM-16225,New York,East,FUR-FU-10000965,155.82,3
1019,CA-2015-108665,7/6/2015,KM-16225,New York,East,TEC-PH-10004188,124.95,5
1020,CA-2015-108665,7/6/2015,KM-16225,New York,East,OFF-ST-10001526,601.65,5
1021,CA-2015-124450,4/27/2015,GT-14710,District of Columbia,East,OFF-AR-10001166,22.74,3
1022,CA-2015-124450,4/27/2015,GT-14710,District of Columbia,East,FUR-CH-10000309,1267.53,3
1023,CA-2015-124450,4/27/2015,GT-14710,District of Columbia,East,TEC-MA-10004212,1379.92,8
1024,CA-2015-167269,6/16/2015,PB-19150,Pennsylvania,East,OFF-EN-10003072,6.208,2
1025,CA-2017-106964,12/17/2017,HR-14770,California,West,OFF-BI-10000320,11.808,2
1026,CA-2016-126529,1/11/2016,DE-13255,Ohio,East,OFF-PA-10001166,15.552,3
1027,CA-2016-126529,1/11/2016,DE-13255,Ohio,East,OFF-PA-10003656,63.312,3
1028,CA-2016-126529,1/11/2016,DE-13255,Ohio,East,TEC-PH-10000148,15.588,2
1029,CA-2014-163552,7/11/2014,LA-16780,New Jersey,East,OFF-PA-10000474,177.2,5
1030,CA-2014-163552,7/11/2014,LA-16780,New Jersey,East,TEC-PH-10003885,197.97,3
1031,CA-2014-163552,7/11/2014,LA-16780,New Jersey,East,FUR-CH-10003379,854.94,3
1032,CA-2014-163552,7/11/2014,LA-16780,New Jersey,East,FUR-FU-10000629,124.11,9
1033,CA-2014-163552,7/11/2014,LA-16780,New Jersey,East,OFF-LA-10001175,14.4,5
1034,CA-2016-109820,11/20/2016,AG-10390,Ohio,East,OFF-PA-10000955,15.696,3
1035,CA-2016-109820,11/20/2016,AG-10390,Ohio,East,OFF-BI-10003460,2.628,2
1036,CA-2016-109820,11/20/2016,AG-10390,Ohio,East,OFF-BI-10000474,14.427,3
1037,CA-2016-113061,4/22/2016,EL-13735,Missouri,Central,FUR-FU-10003975,86.62,2
1038,CA-2015-127418,6/13/2015,JJ-15445,California,West,OFF-BI-10003707,36.624,3
1039,CA-2017-121818,11/20/2017,JH-15430,North Carolina,South,OFF-AR-10000203,23.968,7
1040,CA-2017-121818,11/20/2017,JH-15430,North Carolina,South,OFF-AR-10004790,28.728,3
1041,CA-2016-127670,3/20/2016,RD-19660,Missouri,Central,FUR-TA-10001095,697.16,4
